State,Grade,Standard ID,Standard Text,Project Name,Course Name
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",2.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",2.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",2.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,2.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,2.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,3.1 Obstacle Course,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-13,Use an iterative process to plan the development of a program by including others' perspectives and considering user preferences.,3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-16,"Take on varying roles, with teacher guidance, when collaborating with peers during the design, implementation, and review stages of program development.",3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-AP-17,"Describe choices made during program development using code comments, presentations, and demonstrations.",3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-IC-20,Seek diverse perspectives for the purpose of improving computational artifacts.,3.2 Carnival Rides,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,3.3 Escape the Maze,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,3.4 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-09,Create programs that use variables to store and modify data.,4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,4.1 Spy Mission,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-09,Create programs that use variables to store and modify data.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-13,Use an iterative process to plan the development of a program by including others' perspectives and considering user preferences.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-16,"Take on varying roles, with teacher guidance, when collaborating with peers during the design, implementation, and review stages of program development.",4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-AP-17,"Describe choices made during program development using code comments, presentations, and demonstrations.",4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-IC-20,Seek diverse perspectives for the purpose of improving computational artifacts.,4.2 Tiny Town,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-09,Create programs that use variables to store and modify data.,4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,4.3 Passion Project,CS Breakthroughs with VR
CSTA,3-5,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,5.1 Clicker Garden,CS Breakthroughs with VR
CSTA,3-5,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,5.1 Clicker Garden,CS Breakthroughs with VR
CSTA,3-5,1B-AP-09,Create programs that use variables to store and modify data.,5.1 Clicker Garden,CS Breakthroughs with VR
CSTA,3-5,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",5.1 Clicker Garden,CS Breakthroughs with VR
CSTA,3-5,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",5.1 Clicker Garden,CS Breakthroughs with VR
CSTA,3-5,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",5.1 Clicker Garden,CS Breakthroughs with VR
